ID|NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202401
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202401
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202401
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202401
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -139,90|202401
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202401
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202401
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -3.766,97|202401
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202401
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.194,00|202401
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202401
100|Resultado operacional|||||       2.978.137,72|202401
101|Resultado de equivalência patrimonial|||||                  0|202401
102|Resultado não operacional|||||                  0|202401
103|Receitas financeiras|||||       4.389.526,95|202401
104|Despesas financeiras|||||        -948.972,74|202401
105|Resultado financeiro|||||       3.440.554,21|202401
106|Superávit do exercício|||||       6.418.691,93|202401
1|Receita Bruta|||||      17.025.823,00|202402
2|Tributos|ISS||||        -851.144,21|202402
3|Tributos|COFINS||||      -1.293.752,61|202402
4|Receita operacional líquida|||||      14.880.926,18|202402
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202402
6|Custos dos serviços prestados|Consultas|SISEG|||        -206.457,33|202402
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.433.192,45|202402
8|Custos dos serviços prestados|Outros custos||||                  0|202402
9|Margem bruta|||||      10.241.276,40|202402
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -7.758,16|202402
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -53.308,35|202402
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.522.945,62|202402
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -283.375,82|202402
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202402
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -542.828,43|202402
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -224.716,74|202402
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202402
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||         -19.688,94|202402
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||          -1.741,93|202402
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||         -19.632,99|202402
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202402
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202402
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||          -2.113,69|202402
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -56.666,12|202402
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -378.541,56|202402
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202402
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -28.842,60|202402
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|          -6.919,80|202402
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -43.647,15|202402
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -173.310,92|202402
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -150.560,36|202402
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -11.296,21|202402
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202402
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202402
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|          -8.164,45|202402
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202402
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.334,95|202402
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202402
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -460,85|202402
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202402
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -118.630,35|202402
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -60.222,85|202402
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -57.841,69|202402
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -797.344,45|202402
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|         -18.862,19|202402
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|          -3.078,46|202402
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -248.861,87|202402
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -18.161,53|202402
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -31.289,64|202402
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.252,04|202402
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|          -2.361,63|202402
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -184.344,90|202402
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -294.736,60|202402
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202402
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -20.889,36|202402
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||        -560.359,56|202402
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -156.823,90|202402
58|Despesas operacionais|Eventos|Eventos|||         -76.268,40|202402
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202402
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202402
61|Despesas operacionais|Localização|Serviços de limpeza|||         -29.923,06|202402
62|Despesas operacionais|Localização|Condomínio|||        -151.157,67|202402
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -9.990,00|202402
64|Despesas operacionais|Localização|Outras|||         -40.501,87|202402
65|Despesas operacionais|Localização|Energia elétrica|||         -50.117,53|202402
66|Despesas operacionais|Localização|Aluguel|||          -1.350,00|202402
67|Despesas operacionais|Localização|Depreciação e amortização|||        -295.236,09|202402
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202402
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202402
70|Despesas operacionais|Marketing|Propaganda e divulgação|||        -521.347,49|202402
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||            -844,71|202402
72|Despesas operacionais|Representação institucional|Viagens|||        -261.616,58|202402
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202402
74|Despesas operacionais|Representação institucional|Representação Social|||         -11.586,23|202402
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202402
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202402
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.654,31|202402
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202402
79|Despesas operacionais|Outras despesas|Material de expediente|||         -10.021,09|202402
80|Despesas operacionais|Outras despesas|Comunicação|||         -23.305,87|202402
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202402
82|Despesas operacionais|Outras despesas|Veículos|||          -7.649,04|202402
83|Despesas operacionais|Outras despesas|Crédito COFINS|||          38.725,93|202402
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||          -2.000,00|202402
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -16.965,61|202402
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||             420,58|202402
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||         828.833,51|202402
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -2.636,37|202402
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|         -30.822,90|202402
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202402
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202402
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202402
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202402
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -269,40|202402
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|          -1.824,00|202402
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -8.406,85|202402
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202402
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|         -13.257,92|202402
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202402
100|Resultado operacional|||||       2.404.586,77|202402
101|Resultado de equivalência patrimonial|||||                  0|202402
102|Resultado não operacional|||||          76.000,00|202402
103|Receitas financeiras|||||       3.728.280,08|202402
104|Despesas financeiras|||||        -991.306,34|202402
105|Resultado financeiro|||||       2.736.973,74|202402
106|Superávit do exercício|||||       5.217.560,51|202402
1|Receita Bruta|||||      18.164.410,92|202403
2|Tributos|ISS||||        -907.469,19|202403
3|Tributos|COFINS||||      -1.379.353,18|202403
4|Receita operacional líquida|||||      15.877.588,55|202403
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202403
6|Custos dos serviços prestados|Consultas|SISEG|||        -161.256,12|202403
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.796.306,33|202403
8|Custos dos serviços prestados|Outros custos||||                  0|202403
9|Margem bruta|||||      10.920.026,10|202403
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -6.788,39|202403
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -51.363,14|202403
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.625.436,72|202403
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -332.905,42|202403
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202403
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||          -8.551,80|202403
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -228.458,80|202403
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202403
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||         -12.376,97|202403
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||          -1.991,45|202403
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||         -21.279,46|202403
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202403
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202403
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||          -1.158,77|202403
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -75.993,09|202403
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -504.069,58|202403
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202403
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -26.558,04|202403
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -19.551,80|202403
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -43.763,32|202403
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -172.219,64|202403
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -150.973,76|202403
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -11.803,00|202403
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202403
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202403
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -10.377,00|202403
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202403
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.312,17|202403
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202403
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -921,70|202403
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202403
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -119.681,86|202403
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -81.884,81|202403
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -58.552,47|202403
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -686.495,63|202403
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|         -25.658,17|202403
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|          -2.199,15|202403
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -215.273,29|202403
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -18.466,84|202403
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -26.933,01|202403
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.299,72|202403
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|          -3.211,18|202403
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -451.442,90|202403
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -407.763,30|202403
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202403
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -37.158,33|202403
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.574.146,19|202403
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -155.796,58|202403
58|Despesas operacionais|Eventos|Eventos|||        -106.944,48|202403
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202403
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202403
61|Despesas operacionais|Localização|Serviços de limpeza|||         -26.140,21|202403
62|Despesas operacionais|Localização|Condomínio|||        -151.820,76|202403
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -5.935,90|202403
64|Despesas operacionais|Localização|Outras|||         -43.415,24|202403
65|Despesas operacionais|Localização|Energia elétrica|||         -58.876,30|202403
66|Despesas operacionais|Localização|Aluguel|||          -1.350,00|202403
67|Despesas operacionais|Localização|Depreciação e amortização|||        -290.245,29|202403
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202403
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202403
70|Despesas operacionais|Marketing|Propaganda e divulgação|||        -385.186,32|202403
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202403
72|Despesas operacionais|Representação institucional|Viagens|||        -542.120,41|202403
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202403
74|Despesas operacionais|Representação institucional|Representação Social|||         -29.323,50|202403
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202403
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202403
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||         -14.906,40|202403
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202403
79|Despesas operacionais|Outras despesas|Material de expediente|||         -22.296,91|202403
80|Despesas operacionais|Outras despesas|Comunicação|||         -21.976,84|202403
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202403
82|Despesas operacionais|Outras despesas|Veículos|||          -4.067,97|202403
83|Despesas operacionais|Outras despesas|Crédito COFINS|||          36.036,29|202403
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202403
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202403
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202403
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||        -359.180,81|202403
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -2.670,42|202403
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|         -55.839,17|202403
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202403
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202403
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202403
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202403
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202403
