NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202501
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202501
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202501
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202501
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -46.216,04|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,33|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -9.750,00|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202501
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|          -7.000,00|202501
Resultado operacional|||||      -1.177.365,84|202501
Resultado de equivalência patrimonial|||||                  0|202501
Resultado não operacional|||||                  0|202501
Receitas financeiras|||||       4.344.994,38|202501
Despesas financeiras|||||        -911.850,78|202501
Resultado financeiro|||||       3.433.143,60|202501
Superávit do exercício|||||       2.255.777,76|202501
Receita Bruta|||||      19.219.485,13|202502
Tributos|ISS||||        -960.974,25|202502
Tributos|COFINS||||      -1.500.680,85|202502
Receita operacional líquida|||||      16.757.830,03|202502
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.120.433,26|202502
Custos dos serviços prestados|Consultas|SISEG|||        -241.141,19|202502
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202502
Custos dos serviços prestados|Outros custos||||                  0|202502
Margem bruta|||||      11.396.255,58|202502
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202502
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202502
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202502
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202502
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.279.416,31|202502
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202502
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202502
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -763.457,80|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202502
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -179.166,66|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -74.082,22|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -487.695,87|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -46.553,81|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -44.617,16|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -213.499,51|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -164.985,48|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -14.598,41|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.595,46|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.018,68|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.260,13|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -2.125,14|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.502,55|202502
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -94.542,58|202502
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -48.751,14|202502
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -16.250,37|202502
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -779.695,53|202502
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -5.098,13|202502
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202502
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -244.610,34|202502
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.294,47|202502
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -30.576,31|202502
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.911,81|202502
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -637,26|202502
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -1.959.002,35|202502
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -1.899.953,75|202502
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202502
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -137.146,37|202502
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.523.472,70|202502
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -176.611,74|202502
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202502
Despesas operacionais|Eventos|Eventos|||        -350.649,06|202502
Despesas operacionais|Eventos|Outros eventos|||                  0|202502
Despesas operacionais|Localização|Condomínio|||        -164.200,54|202502
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -9.990,00|202502
Despesas operacionais|Localização|Energia elétrica|||         -49.923,09|202502
Despesas operacionais|Localização|Aluguel|||                  0|202502
Despesas operacionais|Localização|Depreciação e amortização|||        -315.848,81|202502
Despesas operacionais|Localização|Outras|||                  0|202502
Despesas operacionais|Localização|Serviços de limpeza|||         -30.100,00|202502
Despesas operacionais|Marketing|Anúncios e editais|||                  0|202502
Despesas operacionais|Marketing|Comunicação institucional|||         -93.645,00|202502
Despesas operacionais|Marketing|Propaganda e divulgação|||        -749.956,23|202502
Despesas operacionais|Representação institucional|Representação Social|||         -25.400,00|202502
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202502
Despesas operacionais|Representação institucional|Viagens|||        -416.513,42|202502
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202502
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202502
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||        -146.000,00|202502
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -360,00|202502
Despesas operacionais|Doações e contribuições|Doacoes|||         -35.000,00|202502
Despesas operacionais|Outras despesas|Convênios|||                  0|202502
Despesas operacionais|Outras despesas|Comunicação|||         -37.610,55|202502
Despesas operacionais|Outras despesas|Material de expediente|||         -15.610,39|202502
Despesas operacionais|Outras despesas|Veículos|||          -3.270,00|202502
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202502
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202502
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202502
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202502
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -767,00|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,34|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -10.070,00|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202502
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202502
Resultado operacional|||||      -2.559.118,38|202502
Resultado de equivalência patrimonial|||||                  0|202502
Resultado não operacional|||||                  0|202502
Receitas financeiras|||||       3.583.982,37|202502
Despesas financeiras|||||        -756.353,68|202502
Resultado financeiro|||||       2.827.628,69|202502
Superávit do exercício|||||         268.510,31|202502
Receita Bruta|||||      17.533.128,97|202503
Tributos|ISS||||        -876.656,47|202503
Tributos|COFINS||||      -1.372.517,79|202503
Receita operacional líquida|||||      15.283.954,71|202503
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.503.659,99|202503
Custos dos serviços prestados|Consultas|SISEG|||        -241.241,64|202503
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202503
Custos dos serviços prestados|Outros custos||||                  0|202503
Margem bruta|||||      10.539.053,08|202503
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202503
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202503
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202503
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202503
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.279.416,31|202503
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202503
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202503
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202503
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -179.166,67|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -74.082,22|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -487.695,87|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -46.553,81|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -44.617,16|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -213.499,51|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -164.985,48|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -14.598,41|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.595,46|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.018,68|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.260,13|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -2.125,14|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.502,55|202503
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -94.542,58|202503
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -48.751,14|202503
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -16.250,37|202503
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -585.013,76|202503
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -5.098,13|202503
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202503
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -183.533,74|202503
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.294,47|202503
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -22.941,70|202503
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.911,81|202503
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -637,26|202503
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -1.130.705,40|202503
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -2.108.320,03|202503
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202503
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -134.146,37|202503
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.380.917,23|202503
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -176.441,75|202503
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202503
Despesas operacionais|Eventos|Eventos|||        -547.409,13|202503
Despesas operacionais|Eventos|Outros eventos|||                  0|202503
Despesas operacionais|Localização|Condomínio|||        -164.200,54|202503
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -3.475,90|202503
Despesas operacionais|Localização|Energia elétrica|||         -58.185,69|202503
Despesas operacionais|Localização|Aluguel|||                  0|202503
Despesas operacionais|Localização|Depreciação e amortização|||        -312.137,15|202503
Despesas operacionais|Localização|Outras|||                  0|202503
Despesas operacionais|Localização|Serviços de limpeza|||         -24.900,00|202503
Despesas operacionais|Marketing|Anúncios e editais|||                  0|202503
Despesas operacionais|Marketing|Comunicação institucional|||         -93.645,00|202503
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.871.097,49|202503
Despesas operacionais|Representação institucional|Representação Social|||         -37.516,00|202503
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202503
Despesas operacionais|Representação institucional|Viagens|||        -620.435,09|202503
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202503
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202503
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||        -200.000,00|202503
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -930,00|202503
Despesas operacionais|Doações e contribuições|Doacoes|||         -35.000,00|202503
Despesas operacionais|Outras despesas|Convênios|||                  0|202503
Despesas operacionais|Outras despesas|Comunicação|||         -36.091,66|202503
Despesas operacionais|Outras despesas|Material de expediente|||         -27.906,18|202503
Despesas operacionais|Outras despesas|Veículos|||          -3.270,00|202503
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202503
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202503
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202503
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202503
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -767,00|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,33|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -12.220,90|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -200,00|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202503
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202503
Resultado operacional|||||      -3.218.287,61|202503
Resultado de equivalência patrimonial|||||                  0|202503
Resultado não operacional|||||                  0|202503
Receitas financeiras|||||       4.072.312,63|202503
Despesas financeiras|||||        -858.319,87|202503
Resultado financeiro|||||       3.213.992,76|202503
Superávit do exercício|||||          -4.294,85|202503
Receita Bruta|||||      18.607.446,36|202504
Tributos|ISS||||        -930.372,32|202504
Tributos|COFINS||||      -1.454.165,89|202504
Receita operacional líquida|||||      16.222.908,15|202504
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.895.594,11|202504
Custos dos serviços prestados|Consultas|SISEG|||        -242.008,90|202504
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202504
Custos dos serviços prestados|Outros custos||||                  0|202504
Margem bruta|||||      11.085.305,14|202504
